what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458362377
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458429700
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458686599
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458697617
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319458699460
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319458705856
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458751721
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458761869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458836433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458836511
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458849142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458858168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458874839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458908802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319458910520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459218329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459270842
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459271007
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319459274275
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1319459274386
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459282049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459287548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459299058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459306147
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319459306175
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319459348023
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459420450
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459455949
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459475086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319459479826
