what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319620345527
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319620355561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620363624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620440652
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620495443
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620642469
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319620642492
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319620653991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620663083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620698644
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319620704228
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319620718582
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620731745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620743456
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620749181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620886293
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319620886330
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319620891819
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319620906478
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319621007244
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1319621009464
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1319621140474
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319621151617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319621219349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1319621279603
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1319625597950
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1319625597953
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1319625597954
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1319625598010
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1319625598011
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1319625598013
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1319625598015
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1319625598016
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1319625598017
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1319625598018
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1319625598020
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1319625598021
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1319625598026
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1319625598028
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1319625598030
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1319625598031
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1319625598032
