what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626084693
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626107989
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626224752
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1370626232361
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1370626244579
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1370626244814
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1370626245064
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626356701
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626356811
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1370626384918
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1370626385027
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1370626386762
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1370626387418
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626393323
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626394980
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626409306
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626416681
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626472925
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626473035
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626480581
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626484190
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626502204
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1370626507906
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1370626564307
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1370626572384
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1370626576962
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1370626598194
